Date,PceID,PBlokID,PceStrtTime,PceEndTime,PceDuration,Reason,Comment,TrpNo,TrpInternalNo,TrpRoute,TrpDirection,TrpType,TrpStrtPlace, TrpSrtTime,TrpEndTime,TrpEndPlace,TrpBlock,Trp_duration,TrpDistance,TrpDutyNo,TrpPceNo, DutyType,ATMSDtyNum,ATMSBlkNum,hour,costcenter,Division,Exporttime,PermTripNumber 
11/05/2021,200 -055,200 - 51,1315,2245,  9h30   ,CT      ,,  110500,   54012896,  200,North,Regular,Martin Luther King Jr / Figueroa,2205,2233,Montana / Logan,200 - 51,                  28,     6.243,200 -055,        ,A,200055, 2005101,22 ,3203,03,2021-11-05_16:06;36,10200000412205
11/05/2021,200 -055,200 - 51,1315,2245,  9h30   ,CT      ,, 1078382,   54387726,,,Pull-in,Montana / Logan,2233,2245,Division 3,200 - 51,                  12,     3.600,200 -055,        ,A,200055, 2005101,22 ,3203,03,2021-11-05_16:06;36,10000000002233
11/05/2021,200-552,200 - 53,0554,0938,  3h44   ,CTL     ,CTL/NO MANPOWER LG, 1078507,   54387735,,,Pull-out,Division 3,0554,0609,Montana / Logan,200 - 53,                  15,     3.600, 81 -702,200 -552,EB,200552, 2005302,05 ,3203,03,2021-11-05_16:06;35.7,10000000000554
11/05/2021,200-552,200 - 53,0554,0938,  3h44   ,CTL     ,CTL/NO MANPOWER LG,  100610,   54012992,  200,South,Regular,Montana / Logan,0609,0648,Hill / Martin Luther King Jr,200 - 53,                  39,     6.399, 81 -702,200 -552,EB,200552, 2005302,06 ,3203,03,2021-11-05_16:06;35.7,10200000460609
11/05/2021,200-552,200 - 53,0554,0938,  3h44   ,CTL     ,CTL/NO MANPOWER LG,  101200,   54013099,  200,North,Regular,Hill / Martin Luther King Jr,0701,0737,Montana / Logan,200 - 53,                  36,     5.743, 81 -702,200 -552,EB,200552, 2005302,07 ,3203,03,2021-11-05_16:06;35.7,10200000400701
11/05/2021,200-552,200 - 53,0554,0938,  3h44   ,CTL     ,CTL/NO MANPOWER LG,  102010,   54012999,  200,South,Regular,Montana / Logan,0751,0836,Hill / Martin Luther King Jr,200 - 53,                  45,     6.399, 81 -702,200 -552,EB,200552, 2005302,07 ,3203,03,2021-11-05_16:06;35.7,10200000460751
11/05/2021,200-552,200 - 53,0554,0938,  3h44   ,CTL     ,CTL/NO MANPOWER LG,  102600,   54012911,  200,North,Regular,Hill / Martin Luther King Jr,0848,0928,Montana / Logan,200 - 53,                  40,     5.743, 81 -702,200 -552,EB,200552, 2005302,08 ,3203,03,2021-11-05_16:06;35.7,10200000400848
11/05/2021,200-651,200 - 54,1345,2008,  6h23   ,CT      ,,  105910,   54013034,  200,South,Regular,Montana / Logan,1359,1452,Hill / Martin Luther King Jr,200 - 54,                  53,     6.399,200 -651,200 -651,PTPM,200651, 2005401,13 ,3203,03,2021-11-05_16:06;40.5,10200000461359
11/05/2021,200-651,200 - 54,1345,2008,  6h23   ,CT      ,,  106500,   54012960,  200,North,Regular,Hill / Martin Luther King Jr,1502,1549,Montana / Logan,200 - 54,                  47,     5.743,200 -651,200 -651,PTPM,200651, 2005401,15 ,3203,03,2021-11-05_16:06;40.5,10200000401502
11/05/2021,200-651,200 - 54,1345,2008,  6h23   ,CT      ,,  107410,   54013056,  200,South,Regular,Montana / Logan,1602,1655,Hill / Martin Luther King Jr,200 - 54,                  53,     6.399,200 -651,200 -651,PTPM,200651, 2005401,16 ,3203,03,2021-11-05_16:06;40.6,10200000461602
11/05/2021,200-651,200 - 54,1345,2008,  6h23   ,CT      ,,  108200,   54012956,  200,North,Regular,Hill / Martin Luther King Jr,1709,1756,Montana / Logan,200 - 54,                  47,     5.743,200 -651,200 -651,PTPM,200651, 2005401,17 ,3203,03,2021-11-05_16:06;40.6,10200000401709
11/05/2021,200-651,200 - 54,1345,2008,  6h23   ,CT      ,,  109010,   54013066,  200,South,Regular,Montana / Logan,1811,1859,Hill / Martin Luther King Jr,200 - 54,                  48,     6.399,200 -651,200 -651,PTPM,200651, 2005401,18 ,3203,03,2021-11-05_16:06;40.6,10200000461811
11/05/2021,200-651,200 - 54,1345,2008,  6h23   ,CT      ,,  109500,   54013080,  200,North,Regular,Hill / Martin Luther King Jr,1916,1956,Montana / Logan,200 - 54,                  40,     5.743,200 -651,200 -651,PTPM,200651, 2005401,19 ,3203,03,2021-11-05_16:06;40.6,10200000401916
11/05/2021,200-651,200 - 54,1345,2008,  6h23   ,CT      ,, 1078476,   54387742,,,Pull-in,Montana / Logan,1956,2008,Division 3,200 - 54,                  12,     3.600,200 -651,200 -651,PTPM,200651, 2005401,19 ,3203,03,2021-11-05_16:06;40.6,10000000001956
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,, 1078363,   54387697,,,Pull-out,Division 3,1138,1204,Fountain / Vermont,206 -  4,                  26,     7.400,206 -004,        ,A,206004,    0401,11 ,3203,,2021-11-05_16:06;38.6,10000000001138
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,,  105610,   53873490,  206,South,Regular,Fountain / Vermont,1204,1325,Vermont Station Layover,206 -  4,                  81,    14.273,206 -004,        ,A,206004,    0401,12 ,3203,,2021-11-05_16:06;38.7,10206001721204
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,,  107000,   53873423,  206,North,Regular,Vermont Station Layover,1339,1459,Fountain / Vermont,206 -  4,                  80,    13.761,206 -004,        ,A,206004,    0401,13 ,3203,,2021-11-05_16:06;38.9,10206001761339
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,,  108210,   53873458,  206,South,Regular,Fountain / Vermont,1519,1641,Vermont Station Layover,206 -  4,                  82,    14.273,206 -004,        ,A,206004,    0401,15 ,3203,,2021-11-05_16:06;38.9,10206001721519
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,,  109600,   53873467,  206,North,Regular,Vermont Station Layover,1655,1813,Fountain / Vermont,206 -  4,                  78,    13.761,206 -004,        ,A,206004,    0401,16 ,3203,,2021-11-05_16:06;38.9,10206001761655
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,,  110810,   53873499,  206,South,Regular,Fountain / Vermont,1834,1950,Vermont Station Layover,206 -  4,                  76,    14.273,206 -004,        ,A,206004,    0401,18 ,3203,,2021-11-05_16:06;39,10206001721834
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,,  111600,   53873428,  206,North,Regular,Vermont Station Layover,2002,2112,Fountain / Vermont,206 -  4,                  70,    13.761,206 -004,        ,A,206004,    0401,20 ,3203,,2021-11-05_16:06;39,10206001762002
11/05/2021,206 -004,206 -  4,1138,2138, 10h00   ,CT      ,, 1078364,   54387703,,,Pull-in,Fountain / Vermont,2112,2138,Division 3,206 -  4,                  26,     7.400,206 -004,        ,A,206004,    0401,21 ,3203,,2021-11-05_16:06;39,10000000002112
11/05/2021,206 -005,206 -  1,1301,2129,  8h28   ,CT      ,,  106610,   53873436,  206,South,Regular,Fountain / Vermont,1319,1441,Vermont Station Layover,206 -  1,                  82,    14.273,206 -005,        ,A,206005, 2060101,13 ,3203,03,2021-11-05_16:06;41.9,10206001721319
11/05/2021,206 -005,206 -  1,1301,2129,  8h28   ,CT      ,,  108000,   53873455,  206,North,Regular,Vermont Station Layover,1454,1614,Fountain / Vermont,206 -  1,                  80,    13.761,206 -005,        ,A,206005, 2060101,14 ,3203,03,2021-11-05_16:06;42,10206001761454
11/05/2021,206 -005,206 -  1,1301,2129,  8h28   ,CT      ,,  109210,   53873466,  206,South,Regular,Fountain / Vermont,1634,1756,Vermont Station Layover,206 -  1,                  82,    14.273,206 -005,        ,A,206005, 2060101,16 ,3203,03,2021-11-05_16:06;42,10206001721634
11/05/2021,206 -005,206 -  1,1301,2129,  8h28   ,CT      ,,  110600,   53873506,  206,North,Regular,Vermont Station Layover,1814,1926,Fountain / Vermont,206 -  1,                  72,    13.761,206 -005,        ,A,206005, 2060101,18 ,3203,03,2021-11-05_16:06;42.1,10206001761814
11/05/2021,206 -005,206 -  1,1301,2129,  8h28   ,CT      ,,  111610,   53873397,  206,South,Regular,Fountain / Vermont,1945,2054,Vermont Station Layover,206 -  1,                  69,    14.273,206 -005,        ,A,206005, 2060101,19 ,3203,03,2021-11-05_16:06;42.1,10206001721945
11/05/2021,206 -005,206 -  1,1301,2129,  8h28   ,CT      ,, 1078370,   54387643,,,Pull-in,Vermont Station Layover,2054,2129,Division 3,206 -  1,                  35,    13.700,206 -005,        ,A,206005, 2060101,20 ,3203,03,2021-11-05_16:06;42.1,10000000002054
11/05/2021,217 -003,217 -  1,0957,1508,  5h11   ,CT      ,,  103010,   53999821,  217,South,Regular,Hollywood / New Hampshire Layover,0957,1053,La Cienega Station Terminal,217 -  1,                  56,     9.347,217 -003,        ,EB,217003, 2170102,09 ,3203,03,2021-11-05_16:06;40.7,10217002780957
11/05/2021,217 -003,217 -  1,0957,1508,  5h11   ,CT      ,,  103900,   53999791,  217,North,Regular,La Cienega Station Terminal,1110,1221,Hollywood / New Hampshire Layover,217 -  1,                  71,    10.271,217 -003,        ,EB,217003, 2170102,11 ,3203,03,2021-11-05_16:06;40.7,10217002831110
11/05/2021,217 -003,217 -  1,0957,1508,  5h11   ,CT      ,,  104810,   53999696,  217,South,Regular,Hollywood / New Hampshire Layover,1235,1338,La Cienega Station Terminal,217 -  1,                  63,     9.347,217 -003,        ,EB,217003, 2170102,12 ,3203,03,2021-11-05_16:06;40.7,10217002781235
11/05/2021,217 -003,217 -  1,0957,1508,  5h11   ,CT      ,,  105500,   53999799,  217,North,Regular,La Cienega Station Terminal,1349,1506,Hollywood / New Hampshire Layover,217 -  1,                  77,    10.271,217 -003,        ,EB,217003, 2170102,13 ,3203,03,2021-11-05_16:06;40.7,10217002831349
11/05/2021,217 -007,217 -  3,1402,1945,  5h43   ,CT      ,,  105910,   53999835,  217,South,Regular,Hollywood / New Hampshire Layover,1402,1507,La Cienega Station Terminal,217 -  3,                  65,     9.347,217 -007,        ,EB,217007,    0301,14 ,3203,,2021-11-05_16:06;37.2,10217002781402
11/05/2021,217 -007,217 -  3,1402,1945,  5h43   ,CT      ,,  106400,   53999755,  217,North,Regular,La Cienega Station Terminal,1519,1636,Hollywood / New Hampshire Layover,217 -  3,                  77,    10.271,217 -007,        ,EB,217007,    0301,15 ,3203,,2021-11-05_16:06;37.3,10217002831519
11/05/2021,217 -007,217 -  3,1402,1945,  5h43   ,CT      ,,  107910,   53999710,  217,South,Regular,Hollywood / New Hampshire Layover,1650,1755,La Cienega Station Terminal,217 -  3,                  65,     9.347,217 -007,        ,EB,217007,    0301,16 ,3203,,2021-11-05_16:06;37.3,10217002781650
11/05/2021,217 -007,217 -  3,1402,1945,  5h43   ,CT      ,,  108100,   53999852,  217,North,Regular,La Cienega Station Terminal,1810,1922,Hollywood / New Hampshire Layover,217 -  3,                  72,    10.271,217 -007,        ,EB,217007,    0301,18 ,3203,,2021-11-05_16:06;37.3,10217002831810
11/05/2021,217 -007,217 -  3,1402,1945,  5h43   ,CT      ,, 1078462,   54387745,,,Pull-in,Hollywood / New Hampshire Layover,1922,1945,Division 3,217 -  3,                  23,     6.700,217 -007,        ,EB,217007,    0301,19 ,3203,,2021-11-05_16:06;37.4,10000000001922
11/05/2021,217 -007,217 -  3,1122,1358,  2h36   ,CT      ,,  103910,   53999827,  217,South,Regular,Hollywood / New Hampshire Layover,1122,1226,La Cienega Station Terminal,217 -  3,                  64,     9.347,217 -007,        ,EB,217007,    0301,11 ,3203,,2021-11-05_16:06;41,10217002781122
11/05/2021,217 -007,217 -  3,1122,1358,  2h36   ,CT      ,,  104800,   53999795,  217,North,Regular,La Cienega Station Terminal,1240,1354,Hollywood / New Hampshire Layover,217 -  3,                  74,    10.271,217 -007,        ,EB,217007,    0301,12 ,3203,,2021-11-05_16:06;41.1,10217002831240
11/05/2021,217-101,217 -  3,0630,1112,  4h42   ,CTL     ,CTL/NO MANPOWER LG, 1078461,   54387733,,,Pull-out,Division 3,0630,0653,Hollywood / New Hampshire Layover,217 -  3,                  23,     6.300,251 -007,217 -101,EB,251007,    0301,06 ,3203,,2021-11-05_16:06;40.9,10000000000630
11/05/2021,217-101,217 -  3,0630,1112,  4h42   ,CTL     ,CTL/NO MANPOWER LG,  101110,   53999679,  217,South,Regular,Hollywood / New Hampshire Layover,0653,0737,La Cienega Station Terminal,217 -  3,                  44,     9.347,251 -007,217 -101,EB,251007,    0301,06 ,3203,,2021-11-05_16:06;40.9,10217002780653
11/05/2021,217-101,217 -  3,0630,1112,  4h42   ,CTL     ,CTL/NO MANPOWER LG,  101800,   53999731,  217,North,Regular,La Cienega Station Terminal,0751,0842,Hollywood / New Hampshire Layover,217 -  3,                  51,    10.271,251 -007,217 -101,EB,251007,    0301,07 ,3203,,2021-11-05_16:06;40.9,10217002830751
11/05/2021,217-101,217 -  3,0630,1112,  4h42   ,CTL     ,CTL/NO MANPOWER LG,  102410,   53999818,  217,South,Regular,Hollywood / New Hampshire Layover,0857,0950,La Cienega Station Terminal,217 -  3,                  53,     9.347,251 -007,217 -101,EB,251007,    0301,08 ,3203,,2021-11-05_16:06;41,10217002780857
11/05/2021,217-101,217 -  3,0630,1112,  4h42   ,CTL     ,CTL/NO MANPOWER LG,  103200,   53999738,  217,North,Regular,La Cienega Station Terminal,1002,1110,Hollywood / New Hampshire Layover,217 -  3,                  68,    10.271,251 -007,217 -101,EB,251007,    0301,10 ,3203,,2021-11-05_16:06;41,10217002831002
11/05/2021,217-501,217 -  1,0522,0948,  4h26   ,CTL     ,CTL/NO MANPOWER LG, 1078421,   54387678,,,Pull-out,Division 3,0522,0545,Hollywood / New Hampshire Layover,217 -  1,                  23,     6.300,217 -701,217 -501,EB,217501, 2170102,05 ,3203,03,2021-11-05_16:06;40.4,10000000000522
11/05/2021,217-501,217 -  1,0522,0948,  4h26   ,CTL     ,CTL/NO MANPOWER LG,  100410,   53999849,  217,South,Regular,Hollywood / New Hampshire Layover,0545,0627,La Cienega Station Terminal,217 -  1,                  42,     9.347,217 -701,217 -501,EB,217501, 2170102,05 ,3203,03,2021-11-05_16:06;40.4,10217002780545
11/05/2021,217-501,217 -  1,0522,0948,  4h26   ,CTL     ,CTL/NO MANPOWER LG,  101100,   53999733,  217,North,Regular,La Cienega Station Terminal,0642,0728,Hollywood / New Hampshire Layover,217 -  1,                  46,    10.271,217 -701,217 -501,EB,217501, 2170102,06 ,3203,03,2021-11-05_16:06;40.4,10217002830642
11/05/2021,217-501,217 -  1,0522,0948,  4h26   ,CTL     ,CTL/NO MANPOWER LG,  101610,   53999813,  217,South,Regular,Hollywood / New Hampshire Layover,0742,0829,La Cienega Station Terminal,217 -  1,                  47,     9.347,217 -701,217 -501,EB,217501, 2170102,07 ,3203,03,2021-11-05_16:06;40.4,10217002780742
11/05/2021,217-501,217 -  1,0522,0948,  4h26   ,CTL     ,CTL/NO MANPOWER LG,  102400,   53999785,  217,North,Regular,La Cienega Station Terminal,0846,0945,Hollywood / New Hampshire Layover,217 -  1,                  59,    10.271,217 -701,217 -501,EB,217501, 2170102,08 ,3203,03,2021-11-05_16:06;40.5,10217002830846
11/05/2021,251 -004,251 - 13,0605,1208,  6h03   ,CTL     ,CTL/NO MANPOWER LG, 1078459,   54388693,,,Pull-out,Division 3,0605,0609,Avenue 28 / Idell,251 - 13,                   4,     0.100,251 -004,        ,EB,251004, 2511302,06 ,3203,03,2021-11-05_16:06;38,10000000000605
11/05/2021,251 -004,251 - 13,0605,1208,  6h03   ,CTL     ,CTL/NO MANPOWER LG,  102010,   54388539,  251,South,Regular,Avenue 28 / Idell,0609,0712,Long Beach Bl Station Lo,251 - 13,                  63,    14.398,251 -004,        ,EB,251004, 2511302,06 ,3203,03,2021-11-05_16:06;38,10251001640609
11/05/2021,251 -004,251 - 13,0605,1208,  6h03   ,CTL     ,CTL/NO MANPOWER LG,  104400,   54388454,  251,North,Regular,Long Beach Bl Station Lo,0727,0833,Avenue 28 / Idell,251 - 13,                  66,    14.705,251 -004,        ,EB,251004, 2511302,07 ,3203,03,2021-11-05_16:06;38,10251001660727
11/05/2021,251 -004,251 - 13,0605,1208,  6h03   ,CTL     ,CTL/NO MANPOWER LG,  106010,   54388484,  251,South,Regular,Avenue 28 / Idell,0843,0932,Palm & Seville Terminal,251 - 13,                  49,     9.942,251 -004,        ,EB,251004, 2511302,08 ,3203,03,2021-11-05_16:06;38.1,10251001630843
11/05/2021,251 -004,251 - 13,0605,1208,  6h03   ,CTL     ,CTL/NO MANPOWER LG,  107200,   54388342,  251,North,Regular,Palm & Seville Terminal,0953,1111,Colorado / Eagledale,251 - 13,                  78,    15.321,251 -004,        ,EB,251004, 2511302,09 ,3203,03,2021-11-05_16:06;38.1,10251001710953
11/05/2021,251 -004,251 - 13,0605,1208,  6h03   ,CTL     ,CTL/NO MANPOWER LG,  110210,   54388490,  251,South,Regular,Colorado / Eagledale,1136,1208,Avenue 28 / Idell,251 - 13,                  32,     6.444,251 -004,        ,EB,251004, 2511302,11 ,3203,03,2021-11-05_16:06;38,10251001761136
11/05/2021,251 -006,251 - 15,1424,1833,  4h09   ,CT      ,,  113010,   54388411,  251,South,Regular,Avenue 28 / Idell,1428,1529,Palm & Seville Terminal,251 - 15,                  61,     9.942,251 -006,        ,EB,251006, 2511501,14 ,3203,03,2021-11-05_16:06;39.7,10251001631428
11/05/2021,251 -006,251 - 15,1424,1833,  4h09   ,CT      ,,  114800,   54388463,  251,North,Regular,Palm & Seville Terminal,1543,1641,Avenue 28 / Idell,251 - 15,                  58,    10.458,251 -006,        ,EB,251006, 2511501,15 ,3203,03,2021-11-05_16:06;39.7,10251001681543
11/05/2021,251 -006,251 - 15,1424,1833,  4h09   ,CT      ,,  117010,   54388519,  251,South,Regular,Avenue 28 / Idell,1703,1759,Palm & Seville Terminal,251 - 15,                  56,     9.942,251 -006,        ,EB,251006, 2511501,17 ,3203,03,2021-11-05_16:06;39.7,10251001631703
11/05/2021,251 -006,251 - 15,1424,1833,  4h09   ,CT      ,, 1078520,   54388700,,,Pull-in,Palm & Seville Terminal,1759,1833,Division 3,251 - 15,                  34,    13.600,251 -006,        ,EB,251006, 2511501,17 ,3203,03,2021-11-05_16:06;39.7,10000000001759
11/05/2021,251 -006,251 - 16,0628,1238,  6h10   ,CT      ,, 1078463,   54388699,,,Pull-out,Division 3,0628,0632,Avenue 28 / Idell,251 - 16,                   4,     0.100,251 -006,        ,EB,251006, 2511602,06 ,3203,03,2021-11-05_16:06;39.8,10000000000628
11/05/2021,251 -006,251 - 16,0628,1238,  6h10   ,CT      ,,  102610,   54388488,  251,South,Regular,Avenue 28 / Idell,0632,0735,Long Beach Bl Station Lo,251 - 16,                  63,    14.398,251 -006,        ,EB,251006, 2511602,06 ,3203,03,2021-11-05_16:06;39.9,10251001640632
11/05/2021,251 -006,251 - 16,0628,1238,  6h10   ,CT      ,,  105000,   54388447,  251,North,Regular,Long Beach Bl Station Lo,0750,0858,Avenue 28 / Idell,251 - 16,                  68,    14.705,251 -006,        ,EB,251006, 2511602,07 ,3203,03,2021-11-05_16:06;39.9,10251001660750
11/05/2021,251 -006,251 - 16,0628,1238,  6h10   ,CT      ,,  106610,   54388387,  251,South,Regular,Avenue 28 / Idell,0911,1001,Palm & Seville Terminal,251 - 16,                  50,     9.942,251 -006,        ,EB,251006, 2511602,09 ,3203,03,2021-11-05_16:06;39.9,10251001630911
11/05/2021,251 -006,251 - 16,0628,1238,  6h10   ,CT      ,,  107800,   54388359,  251,North,Regular,Palm & Seville Terminal,1023,1141,Colorado / Eagledale,251 - 16,                  78,    15.321,251 -006,        ,EB,251006, 2511602,10 ,3203,03,2021-11-05_16:06;40,10251001711023
11/05/2021,251 -006,251 - 16,0628,1238,  6h10   ,CT      ,,  110810,   54388400,  251,South,Regular,Colorado / Eagledale,1206,1238,Avenue 28 / Idell,251 - 16,                  32,     6.444,251 -006,        ,EB,251006, 2511602,12 ,3203,03,2021-11-05_16:06;39.8,10251001761206
11/05/2021,251 -007,251 -  5,1439,1832,  3h53   ,CT      ,,  114010,   54388441,  251,South,Regular,Colorado / Eagledale,1439,1634,Long Beach Bl Station Lo,251 -  5,                 115,    20.785,251 -007,        ,EB,251007, 2510501,14 ,3203,03,2021-11-05_16:06;37.9,10251001771439
11/05/2021,251 -007,251 -  5,1439,1832,  3h53   ,CT      ,,  117600,   54388357,  251,North,Regular,Long Beach Bl Station Lo,1708,1828,Avenue 28 / Idell,251 -  5,                  80,    14.705,251 -007,        ,EB,251007, 2510501,17 ,3203,03,2021-11-05_16:06;37.9,10251001661708
11/05/2021,251 -007,251 -  5,1439,1832,  3h53   ,CT      ,, 1078396,   54388680,,,Pull-in,Avenue 28 / Idell,1828,1832,Division 3,251 -  5,                   4,     0.100,251 -007,        ,EB,251007, 2510501,18 ,3203,03,2021-11-05_16:06;37.9,10000000001828
11/05/2021,251 -009,251 -  6,1009,1514,  5h05   ,CT      ,,      11,   54774710,,,Deadhead,Long Beach Bl Station Lo,0935,1020,Avenue 28 / Idell,251 -  6,                  45,    15.000,251 -505,        ,EB,251009, 2510600,09 ,3203,03,2021-11-05_16:06;36.5,0000000000935
11/05/2021,251 -009,251 -  6,1009,1514,  5h05   ,CT      ,,      11,   54774710,,,Deadhead,Long Beach Bl Station Lo,0935,1020,Avenue 28 / Idell,251 -  6,                  45,    15.000,251 -009,        ,EB,251009, 2510600,09 ,3203,03,2021-11-05_16:06;36.5,0000000000935
11/05/2021,251 -009,251 -  6,1009,1514,  5h05   ,CT      ,,  108000,   54388349,  251,North,Regular,Long Beach Bl Station Lo,1009,1128,Avenue 28 / Idell,251 -  6,                  79,    14.705,251 -009,        ,EB,251009, 2510600,10 ,3203,03,2021-11-05_16:06;36.6,10251001661009
11/05/2021,251 -009,251 -  6,1009,1514,  5h05   ,CT      ,,  109810,   54388439,  251,South,Regular,Avenue 28 / Idell,1148,1316,Long Beach Bl Station Lo,251 -  6,                  88,    14.398,251 -009,        ,EB,251009, 2510600,11 ,3203,03,2021-11-05_16:06;36.6,10251001641148
11/05/2021,251 -009,251 -  6,1009,1514,  5h05   ,CT      ,,  112200,   54388340,  251,North,Regular,Long Beach Bl Station Lo,1333,1458,Avenue 28 / Idell,251 -  6,                  85,    14.705,251 -009,        ,EB,251009, 2510600,13 ,3203,03,2021-11-05_16:06;36.7,10251001661333
11/05/2021,251 -010,251 - 30,1459,2008,  5h09   ,CT      ,, 1078590,   54388662,,,Pull-out,Division 3,1459,1506,Figueroa / Cypress,251 - 30,                   7,     0.700,251 -010,        ,EB,251010,    3002,14 ,3203,,2021-11-05_16:06;36,10000000001459
11/05/2021,251 -010,251 - 30,1459,2008,  5h09   ,CT      ,,  112757,   54010936,   81,South,Regular,Figueroa / Cypress,1506,1542,Flower / Olympic,251 - 30,                  36,     4.243,251 -010,        ,EB,251010,    3002,15 ,3203,,2021-11-05_16:06;36,10081003131506
11/05/2021,251 -010,251 - 30,1459,2008,  5h09   ,CT      ,, 1078575,   54388732,,,Deadhead,Flower / Olympic,1542,1611,Palm & Seville Terminal,251 - 30,                  29,     8.300,251 -010,        ,EB,251010,    3002,15 ,3203,,2021-11-05_16:06;36,10000000001542
11/05/2021,251 -010,251 - 30,1459,2008,  5h09   ,CT      ,,  115800,   54388480,  251,North,Regular,Palm & Seville Terminal,1622,1743,Colorado / Eagledale,251 - 30,                  81,    15.321,251 -010,        ,EB,251010,    3002,16 ,3203,,2021-11-05_16:06;36.1,10251001711622
11/05/2021,251 -010,251 - 30,1459,2008,  5h09   ,CT      ,,  119010,   54388529,  251,South,Regular,Colorado / Eagledale,1814,1938,Palm & Seville Terminal,251 - 30,                  84,    16.330,251 -010,        ,EB,251010,    3002,18 ,3203,,2021-11-05_16:06;36.3,10251001761814
11/05/2021,251 -010,251 - 30,1459,2008,  5h09   ,CT      ,, 1078306,   54388734,,,Pull-in,Palm & Seville Terminal,1938,2008,Division 3,251 - 30,                  30,    13.600,251 -010,        ,EB,251010,    3002,19 ,3203,,2021-11-05_16:06;36.3,10000000001938
11/05/2021,251 -021,251 - 18,1344,1700,  3h16   ,CT      ,,  112210,   54388429,  251,South,Regular,Avenue 28 / Idell,1348,1515,Long Beach Bl Station Lo,251 - 18,                  87,    14.398,251 -021,        ,EB,251021, 2511801,13 ,3203,03,2021-11-05_16:06;39.8,10251001641348
11/05/2021,251 -021,251 - 18,1344,1700,  3h16   ,CT      ,,  115200,   54388460,  251,North,Regular,Long Beach Bl Station Lo,1535,1656,Avenue 28 / Idell,251 - 18,                  81,    14.705,251 -021,        ,EB,251021, 2511801,15 ,3203,03,2021-11-05_16:06;39.8,10251001661535
11/05/2021,251 -021,251 - 18,1344,1700,  3h16   ,CT      ,, 1078494,   54388706,,,Pull-in,Avenue 28 / Idell,1656,1700,Division 3,251 - 18,                   4,     0.100,251 -021,        ,EB,251021, 2511801,16 ,3203,03,2021-11-05_16:06;39.8,10000000001656
11/05/2021,251-511,251 - 17,0641,0921,  2h40   ,CTL     ,CTL/NO MANPOWER LG, 1078521,   54388701,,,Pull-out,Division 3,0641,0711,Long Beach Bl Station Lo,251 - 17,                  30,    14.900,251 -706,251 -511,EB,251511, 2511702,06 ,3203,03,2021-11-05_16:06;40,10000000000641
11/05/2021,251-511,251 - 17,0641,0921,  2h40   ,CTL     ,CTL/NO MANPOWER LG,  104000,   54388334,  251,North,Regular,Long Beach Bl Station Lo,0711,0838,Colorado / Eagledale,251 - 17,                  87,    19.567,251 -706,251 -511,EB,251511, 2511702,07 ,3203,03,2021-11-05_16:06;40.1,10251001690711
11/05/2021,251-511,251 - 17,0641,0921,  2h40   ,CTL     ,CTL/NO MANPOWER LG,  106810,   54388385,  251,South,Regular,Colorado / Eagledale,0850,0921,Avenue 28 / Idell,251 - 17,                  31,     6.444,251 -706,251 -511,EB,251511, 2511702,08 ,3203,03,2021-11-05_16:06;40,10251001770850
11/05/2021,251-513,251 -  7,0742,0957,  2h15   ,CT      ,,  104610,   54388540,  251,South,Regular,Avenue 28 / Idell,0746,0833,Palm & Seville Terminal,251 -  7,                  47,     9.942, 81 -708,251 -513,EB,251513, 2510700,07 ,3203,03,2021-11-05_16:06;38.1,10251001630746
11/05/2021,251-513,251 -  7,0742,0957,  2h15   ,CT      ,,  105800,   54388502,  251,North,Regular,Palm & Seville Terminal,0845,0936,Avenue 28 / Idell,251 -  7,                  51,    10.458, 81 -708,251 -513,EB,251513, 2510700,08 ,3203,03,2021-11-05_16:06;38.2,10251001680845
11/05/2021,251-601,251 - 24,1358,1941,  5h43   ,CT      ,, 1078439,   54388719,,,Pull-out,Division 3,1358,1435,Palm & Seville Terminal,251 - 24,                  37,    13.600,251 -601,251 -601,PTPM,251601,    2402,13 ,3203,,2021-11-05_16:06;38.2,10000000001358
11/05/2021,251-601,251 - 24,1358,1941,  5h43   ,CT      ,,  113000,   54388355,  251,North,Regular,Palm & Seville Terminal,1435,1535,Avenue 28 / Idell,251 - 24,                  60,    10.458,251 -601,251 -601,PTPM,251601,    2402,14 ,3203,,2021-11-05_16:06;38.2,10251001681435
11/05/2021,251-601,251 - 24,1358,1941,  5h43   ,CT      ,,  115010,   54388473,  251,South,Regular,Avenue 28 / Idell,1548,1646,Palm & Seville Terminal,251 - 24,                  58,     9.942,251 -601,251 -601,PTPM,251601,    2402,15 ,3203,,2021-11-05_16:06;38.2,10251001631548
11/05/2021,251-601,251 - 24,1358,1941,  5h43   ,CT      ,,  117000,   54388513,  251,North,Regular,Palm & Seville Terminal,1706,1804,Avenue 28 / Idell,251 - 24,                  58,    10.458,251 -601,251 -601,PTPM,251601,    2402,17 ,3203,,2021-11-05_16:06;38.3,10251001681706
