Date,PceID,PBlokID,PceStrtTime,PceEndTime,PceDuration,Reason,Comment,TrpNo,TrpInternalNo,TrpRoute,TrpDirection,TrpType,TrpStrtPlace, TrpSrtTime,TrpEndTime,TrpEndPlace,TrpBlock,Trp_duration,TrpDistance,TrpDutyNo,TrpPceNo, DutyType,ATMSDtyNum,ATMSBlkNum,hour,costcenter,Division,Exporttime,PermTripNumber 
11/05/2021,152 -009,152 -  7,1255,1942,  6h47   ,CT      ,,  103300,   54776075,  162,East,Regular,Sherman Way / De Soto,1255,1405,North Hollywood Station,152 -  7,                  70,    15.224,152 -009,        ,EB,152009, 1520701,12 ,3208,08,2021-11-05_16:07;48.3,10162000071255
11/05/2021,152 -009,152 -  7,1255,1942,  6h47   ,CT      ,,  104110,   54403428,  152,West,Regular,North Hollywood Station,1415,1545,West Hills Medical Center,152 -  7,                  90,    19.860,152 -009,        ,EB,152009, 1520701,14 ,3208,08,2021-11-05_16:07;48.3,10152001631415
11/05/2021,152 -009,152 -  7,1255,1942,  6h47   ,CT      ,,  105600,   54403366,  152,East,Regular,West Hills Medical Center,1608,1739,North Hollywood Station,152 -  7,                  91,    19.457,152 -009,        ,EB,152009, 1520701,16 ,3208,08,2021-11-05_16:07;48.4,10152001641608
11/05/2021,152 -009,152 -  7,1255,1942,  6h47   ,CT      ,,  105810,   54403478,  152,West,Regular,North Hollywood Station,1800,1928,West Hills Medical Center,152 -  7,                  88,    19.860,152 -009,        ,EB,152009, 1520701,18 ,3208,08,2021-11-05_16:07;48.4,10152001631800
11/05/2021,152 -009,152 -  7,1255,1942,  6h47   ,CT      ,, 1004829,   54397934,,,Pull-in,West Hills Medical Center,1928,1942,Division 8,152 -  7,                  14,     4.400,152 -009,        ,EB,152009, 1520701,19 ,3208,08,2021-11-05_16:07;48.4,10000000001928
11/05/2021,161 -005,161 -  3,1203,2108,  9h05   ,CT      ,,  101010,   53808652,  161,West,Regular,Canoga Station,1208,1320,Thousand Oaks Transit Center,161 -  3,                  72,    22.701,161 -005,        ,EB,161005, 1610301,12 ,3208,08,2021-11-05_16:07;45.6,10161000971208
11/05/2021,161 -005,161 -  3,1203,2108,  9h05   ,CT      ,,  101000,   53808672,  161,East,Regular,Thousand Oaks Transit Center,1339,1452,Canoga Station,161 -  3,                  73,    22.307,161 -005,        ,EB,161005, 1610301,13 ,3208,08,2021-11-05_16:07;45.6,10161000991339
11/05/2021,161 -005,161 -  3,1203,2108,  9h05   ,CT      ,,  101310,   53808654,  161,West,Regular,Canoga Station,1508,1619,Thousand Oaks Transit Center,161 -  3,                  71,    22.701,161 -005,        ,EB,161005, 1610301,15 ,3208,08,2021-11-05_16:07;45.7,10161000971508
11/05/2021,161 -005,161 -  3,1203,2108,  9h05   ,CT      ,,  101600,   53808667,  161,East,Regular,Thousand Oaks Transit Center,1641,1752,Canoga Station,161 -  3,                  71,    22.307,161 -005,        ,EB,161005, 1610301,16 ,3208,08,2021-11-05_16:07;45.7,10161000991641
11/05/2021,161 -005,161 -  3,1203,2108,  9h05   ,CT      ,,  101910,   53808658,  161,West,Regular,Canoga Station,1808,1918,Thousand Oaks Transit Center,161 -  3,                  70,    22.701,161 -005,        ,EB,161005, 1610301,18 ,3208,08,2021-11-05_16:07;45.7,10161000971808
11/05/2021,161 -005,161 -  3,1203,2108,  9h05   ,CT      ,,  102000,   53808681,  161,East,Regular,Thousand Oaks Transit Center,1945,2052,Canoga Station,161 -  3,                  67,    22.307,161 -005,        ,EB,161005, 1610301,19 ,3208,08,2021-11-05_16:07;45.8,10161000991945
11/05/2021,161 -005,161 -  3,1203,2108,  9h05   ,CT      ,, 1004849,   54397960,,,Pull-in,Canoga Station,2052,2108,Division 8,161 -  3,                  16,     4.100,161 -005,        ,EB,161005, 1610301,20 ,3208,08,2021-11-05_16:07;45.8,10000000002052
11/05/2021,161-503,161 -  5,0534,0912,  3h38   ,CT      ,, 1004838,   54397931,,,Pull-out,Division 8,0534,0613,Thousand Oaks Transit Center,161 -  5,                  39,    23.400,150 -704,161 -503,EB,161503,    0501,05 ,3208,08,2021-11-05_16:07;41.8,10000000000534
11/05/2021,161-503,161 -  5,0534,0912,  3h38   ,CT      ,,  100100,   53808685,  161,East,Regular,Thousand Oaks Transit Center,0613,0722,Canoga Station,161 -  5,                  69,    22.307,150 -704,161 -503,EB,161503,    0501,06 ,3208,08,2021-11-05_16:07;41.9,10161000990613
11/05/2021,161-503,161 -  5,0534,0912,  3h38   ,CT      ,,  100510,   53808680,  161,West,Regular,Canoga Station,0742,0840,Westlake / Townsgate,161 -  5,                  58,    19.296,150 -704,161 -503,EB,161503,    0501,07 ,3208,08,2021-11-05_16:07;42,10161000940742
11/05/2021,161-503,161 -  5,0534,0912,  3h38   ,CT      ,, 1004839,   54397946,,,Pull-in,Westlake / Townsgate,0840,0912,Division 8,161 -  5,                  32,    19.100,150 -704,161 -503,EB,161503,    0501,08 ,3208,08,2021-11-05_16:07;42,10000000000840
11/05/2021,162 -001,162 -  1,0407,1346,  9h39   ,CT      ,, 1004976,   54397822,,,Pull-out,Division 8,0407,0420,West Hills Medical Center,162 -  1,                  13,     4.400,162 -001,        ,EB,162001, 1620102,04 ,3208,08,2021-11-05_16:07;43.2,10000000000407
11/05/2021,162 -001,162 -  1,0407,1346,  9h39   ,CT      ,,  100100,   54403473,  152,East,Regular,West Hills Medical Center,0420,0526,North Hollywood Station,162 -  1,                  66,    19.457,162 -001,        ,EB,162001, 1620102,04 ,3208,08,2021-11-05_16:07;43.5,10152001640420
11/05/2021,162 -001,162 -  1,0407,1346,  9h39   ,CT      ,,  100210,   53817494,  162,West,Regular,North Hollywood Station,0543,0657,West Hills Medical Center,162 -  1,                  74,    18.044,162 -001,        ,EB,162001, 1620102,05 ,3208,08,2021-11-05_16:07;43.6,10162000020543
11/05/2021,162 -001,162 -  1,0407,1346,  9h39   ,CT      ,,  101300,   54403397,  152,East,Regular,West Hills Medical Center,0711,0838,North Hollywood Station,162 -  1,                  87,    19.457,162 -001,        ,EB,162001, 1620102,07 ,3208,08,2021-11-05_16:07;43.6,10152001640711
11/05/2021,162 -001,162 -  1,0407,1346,  9h39   ,CT      ,,  101510,   53817569,  162,West,Regular,North Hollywood Station,0854,1027,Fallbrook / Ventura,162 -  1,                  93,    19.860,162 -001,        ,EB,162001, 1620102,08 ,3208,08,2021-11-05_16:07;43.7,10162000010854
11/05/2021,162 -001,162 -  1,0407,1346,  9h39   ,CT      ,,  102500,   53817465,  162,East,Regular,Fallbrook / Ventura,1037,1204,North Hollywood Station,162 -  1,                  87,    19.603,162 -001,        ,EB,162001, 1620102,10 ,3208,08,2021-11-05_16:07;43.8,10162000071037
11/05/2021,162 -001,162 -  1,0407,1346,  9h39   ,CT      ,,  103010,   54403469,  152,West,Regular,North Hollywood Station,1215,1344,West Hills Medical Center,162 -  1,                  89,    19.860,162 -001,        ,EB,162001, 1620102,12 ,3208,08,2021-11-05_16:07;43.9,10152001631215
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,, 1004764,   54397909,,,Pull-out,Division 8,0520,0533,West Hills Medical Center,162 -  5,                  13,     4.400,162 -004,        ,EB,162004,    0501,05 ,3208,08,2021-11-05_16:07;48.9,10000000000520
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,,  100400,   53817573,  162,East,Regular,West Hills Medical Center,0533,0641,North Hollywood Station,162 -  5,                  68,    17.723,162 -004,        ,EB,162004,    0501,05 ,3208,08,2021-11-05_16:07;48.9,10162000060533
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,,  100710,   53817559,  162,West,Regular,North Hollywood Station,0652,0826,Fallbrook / Ventura,162 -  5,                  94,    19.860,162 -004,        ,EB,162004,    0501,06 ,3208,08,2021-11-05_16:07;49,10162000010652
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,,  101700,   53817461,  162,East,Regular,Fallbrook / Ventura,0837,1004,North Hollywood Station,162 -  5,                  87,    19.603,162 -004,        ,EB,162004,    0501,08 ,3208,08,2021-11-05_16:07;49,10162000070837
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,,  102210,   54403413,  152,West,Regular,North Hollywood Station,1015,1143,West Hills Medical Center,162 -  5,                  88,    19.860,162 -004,        ,EB,162004,    0501,10 ,3208,08,2021-11-05_16:07;49.1,10152001631015
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,,  103200,   54403371,  152,East,Regular,West Hills Medical Center,1155,1324,North Hollywood Station,162 -  5,                  89,    19.457,162 -004,        ,EB,162004,    0501,11 ,3208,08,2021-11-05_16:07;49.1,10152001641155
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,,  103410,   53817508,  162,West,Regular,North Hollywood Station,1335,1452,Sherman Way / De Soto,162 -  5,                  77,    15.148,162 -004,        ,EB,162004,    0501,13 ,3208,08,2021-11-05_16:07;48.9,10162000021335
11/05/2021,162 -004,162 -  5,0520,1452,  9h32   ,CT      ,,  103410,   54774216,  162,West,Regular,Sherman Way / De Soto,1452,1507,West Hills Medical Center,162 -  5,                  15,     2.896,901 -009,162 -104,EB,162004,    0501,14 ,3208,08,2021-11-05_16:07;49.1,10162000021452
11/05/2021,162-104,162 -  5,1452,1853,  4h01   ,CT      ,,  103410,   53817508,  162,West,Regular,North Hollywood Station,1335,1452,Sherman Way / De Soto,162 -  5,                  77,    15.148,162 -004,        ,EB,901009,    0501,13 ,3208,08,2021-11-05_16:07;49.2,10162000021335
11/05/2021,162-104,162 -  5,1452,1853,  4h01   ,CT      ,,  103410,   54774216,  162,West,Regular,Sherman Way / De Soto,1452,1507,West Hills Medical Center,162 -  5,                  15,     2.896,901 -009,162 -104,EB,901009,    0501,14 ,3208,08,2021-11-05_16:07;49.2,10162000021452
11/05/2021,162-104,162 -  5,1452,1853,  4h01   ,CT      ,,  104400,   53817548,  162,East,Regular,West Hills Medical Center,1521,1653,North Hollywood Station,162 -  5,                  92,    17.723,901 -009,162 -104,EB,901009,    0501,15 ,3208,08,2021-11-05_16:07;49.2,10162000061521
11/05/2021,162-104,162 -  5,1452,1853,  4h01   ,CT      ,,  104810,   53817514,  162,West,Regular,North Hollywood Station,1704,1839,West Hills Medical Center,162 -  5,                  95,    18.044,901 -009,162 -104,EB,901009,    0501,17 ,3208,08,2021-11-05_16:07;49.3,10162000021704
11/05/2021,162-104,162 -  5,1452,1853,  4h01   ,CT      ,, 1004765,   54397891,,,Pull-in,West Hills Medical Center,1839,1853,Division 8,162 -  5,                  14,     4.400,901 -009,162 -104,EB,901009,    0501,18 ,3208,08,2021-11-05_16:07;49.3,10000000001839
11/05/2021,164-501,164 -  4,0459,0827,  3h28   ,CT      ,, 1004760,   54397888,,,Pull-out,Division 8,0459,0516,Platt Layover,164 -  4,                  17,     5.900,164 -501,164 -501,PTAM,164501, 1640400,04 ,3208,08,2021-11-05_16:07;41.5,10000000000459
11/05/2021,164-501,164 -  4,0459,0827,  3h28   ,CT      ,,  100200,   54305769,  165,East,Regular,Platt Layover,0516,0628,Burbank Station,164 -  4,                  72,    20.673,164 -501,164 -501,PTAM,164501, 1640400,05 ,3208,08,2021-11-05_16:07;41.7,10165001990516
11/05/2021,164-501,164 -  4,0459,0827,  3h28   ,CT      ,,  100810,   54305743,  165,West,Regular,Burbank Station,0645,0818,Platt Layover,164 -  4,                  93,    22.635,164 -501,164 -501,PTAM,164501, 1640400,06 ,3208,08,2021-11-05_16:07;41.8,10165001980645
11/05/2021,165 -006,165 -  8,0517,1531, 10h14   ,CT      ,, 1004800,   54397916,,,Pull-out,Division 8,0517,0534,Platt Layover,165 -  8,                  17,     5.900,165 -006,        ,EB,165006, 1650802,05 ,3208,08,2021-11-05_16:07;47.9,10000000000517
11/05/2021,165 -006,165 -  8,0517,1531, 10h14   ,CT      ,,  100200,   54396686,  164,East,Regular,Platt Layover,0534,0652,Burbank Station,165 -  8,                  78,    23.218,165 -006,        ,EB,165006, 1650802,05 ,3208,08,2021-11-05_16:07;47.9,10164000610534
11/05/2021,165 -006,165 -  8,0517,1531, 10h14   ,CT      ,,  100910,   54396596,  164,West,Regular,Burbank Station,0703,0825,Platt Layover,165 -  8,                  82,    20.513,165 -006,        ,EB,165006, 1650802,07 ,3208,08,2021-11-05_16:07;48,10164000600703
11/05/2021,165 -006,165 -  8,0517,1531, 10h14   ,CT      ,,  101500,   54396679,  164,East,Regular,Platt Layover,0842,1013,Burbank Station,165 -  8,                  91,    23.218,165 -006,        ,EB,165006, 1650802,08 ,3208,08,2021-11-05_16:07;48.1,10164000610842
11/05/2021,165 -006,165 -  8,0517,1531, 10h14   ,CT      ,,  102310,   54396567,  164,West,Regular,Burbank Station,1028,1155,Platt Layover,165 -  8,                  87,    20.513,165 -006,        ,EB,165006, 1650802,10 ,3208,08,2021-11-05_16:07;48.1,10164000601028
11/05/2021,165 -006,165 -  8,0517,1531, 10h14   ,CT      ,,  103000,   54305828,  165,East,Regular,Platt Layover,1206,1333,Burbank Station,165 -  8,                  87,    20.673,165 -006,        ,EB,165006, 1650802,12 ,3208,08,2021-11-05_16:07;48.2,10165001991206
11/05/2021,165 -006,165 -  8,0517,1531, 10h14   ,CT      ,,  103910,   54305842,  165,West,Regular,Burbank Station,1356,1529,Platt Layover,165 -  8,                  93,    22.635,165 -006,        ,EB,165006, 1650802,13 ,3208,08,2021-11-05_16:07;48.2,10165001981356
11/05/2021,165 -009,165 - 13,0713,1247,  5h34   ,CT      ,, 1004794,   54398047,,,Pull-out,Division 8,0713,0746,Burbank Station,165 - 13,                  33,    22.000,165 -009,        ,EB,165009, 1651302,07 ,3208,08,2021-11-05_16:07;49.4,10000000000713
11/05/2021,165 -009,165 - 13,0713,1247,  5h34   ,CT      ,,  101210,   54396674,  164,West,Regular,Burbank Station,0746,0910,Platt Layover,165 - 13,                  84,    20.513,165 -009,        ,EB,165009, 1651302,07 ,3208,08,2021-11-05_16:07;49.5,10164000600746
11/05/2021,165 -009,165 - 13,0713,1247,  5h34   ,CT      ,,  101800,   54396633,  164,East,Regular,Platt Layover,0927,1059,Burbank Station,165 - 13,                  92,    23.218,165 -009,        ,EB,165009, 1651302,09 ,3208,08,2021-11-05_16:07;49.5,10164000610927
11/05/2021,165 -009,165 - 13,0713,1247,  5h34   ,CT      ,,  102610,   54396580,  164,West,Regular,Burbank Station,1112,1242,Platt Layover,165 - 13,                  90,    20.513,165 -009,        ,EB,165009, 1651302,11 ,3208,08,2021-11-05_16:07;49.6,10164000601112
11/05/2021,165 -009,165 -  4,1516,1917,  4h01   ,CT      ,,  105000,   54305794,  165,East,Regular,Platt Layover,1534,1704,Burbank Station,165 -  4,                  90,    20.673,165 -009,        ,EB,165009, 1640400,15 ,3208,08,2021-11-05_16:07;49.6,10165001991534
11/05/2021,165 -009,165 -  4,1516,1917,  4h01   ,CT      ,,  105410,   54305837,  165,West,Regular,Burbank Station,1726,1900,Platt Layover,165 -  4,                  94,    22.635,165 -009,        ,EB,165009, 1640400,17 ,3208,08,2021-11-05_16:07;49.7,10165001981726
11/05/2021,165 -009,165 -  4,1516,1917,  4h01   ,CT      ,, 1005025,   54397863,,,Pull-in,Platt Layover,1900,1917,Division 8,165 -  4,                  17,     5.700,165 -009,        ,EB,165009, 1640400,19 ,3208,08,2021-11-05_16:07;49.7,10000000001900
11/05/2021,165 -012,165 - 12,1251,2013,  7h22   ,CT      ,,  103200,   54396672,  164,East,Regular,Platt Layover,1255,1434,Burbank Station,165 - 12,                  99,    23.218,165 -012,        ,EB,165012, 1651201,12 ,3208,08,2021-11-05_16:07;42.3,10164000611255
11/05/2021,165 -012,165 - 12,1251,2013,  7h22   ,CT      ,,  104210,   54396658,  164,West,Regular,Burbank Station,1455,1627,Platt Layover,165 - 12,                  92,    20.513,165 -012,        ,EB,165012, 1651201,14 ,3208,08,2021-11-05_16:07;42.5,10164000601455
11/05/2021,165 -012,165 - 12,1251,2013,  7h22   ,CT      ,,  104800,   54396614,  164,East,Regular,Platt Layover,1639,1814,Burbank Station,165 - 12,                  95,    23.218,165 -012,        ,EB,165012, 1651201,16 ,3208,08,2021-11-05_16:07;42.5,10164000611639
11/05/2021,165 -012,165 - 12,1251,2013,  7h22   ,CT      ,,  105810,   54305836,  165,West,Regular,Burbank Station,1827,1956,Platt Layover,165 - 12,                  89,    22.635,165 -012,        ,EB,165012, 1651201,18 ,3208,08,2021-11-05_16:07;42.6,10165001981827
11/05/2021,165 -012,165 - 12,1251,2013,  7h22   ,CT      ,, 1004861,   54397971,,,Pull-in,Platt Layover,1956,2013,Division 8,165 - 12,                  17,     5.700,165 -012,        ,EB,165012, 1651201,19 ,3208,08,2021-11-05_16:07;42.6,10000000001956
11/05/2021,165 -015,165 - 14,1122,2141, 10h19   ,CT      ,,  102700,   54305793,  165,East,Regular,Platt Layover,1122,1248,Burbank Station,165 - 14,                  86,    20.673,165 -015,        ,A,165015,    1401,11 ,3208,08,2021-11-05_16:07;45.8,10165001991122
11/05/2021,165 -015,165 - 14,1122,2141, 10h19   ,CT      ,,  103510,   54305764,  165,West,Regular,Burbank Station,1257,1428,Platt Layover,165 - 14,                  91,    22.635,165 -015,        ,A,165015,    1401,12 ,3208,08,2021-11-05_16:07;45.9,10165001981257
11/05/2021,165 -015,165 - 14,1122,2141, 10h19   ,CT      ,,  104700,   54305832,  165,East,Regular,Platt Layover,1449,1619,Burbank Station,165 - 14,                  90,    20.673,165 -015,        ,A,165015,    1401,14 ,3208,08,2021-11-05_16:07;45.9,10165001991449
11/05/2021,165 -015,165 - 14,1122,2141, 10h19   ,CT      ,,  105110,   54305820,  165,West,Regular,Burbank Station,1641,1816,Platt Layover,165 - 14,                  95,    22.635,165 -015,        ,A,165015,    1401,16 ,3208,08,2021-11-05_16:07;46,10165001981641
11/05/2021,165 -015,165 - 14,1122,2141, 10h19   ,CT      ,,  105500,   54396642,  164,East,Regular,Platt Layover,1827,1954,Burbank Station,165 - 14,                  87,    23.218,165 -015,        ,A,165015,    1401,18 ,3208,08,2021-11-05_16:07;46.1,10164000611827
11/05/2021,165 -015,165 - 14,1122,2141, 10h19   ,CT      ,,  106110,   54396616,  164,West,Regular,Burbank Station,2009,2124,Platt Layover,165 - 14,                  75,    20.513,165 -015,        ,A,165015,    1401,20 ,3208,08,2021-11-05_16:07;46.1,10164000602009
11/05/2021,165 -015,165 - 14,1122,2141, 10h19   ,CT      ,, 1004881,   54398009,,,Pull-in,Platt Layover,2124,2141,Division 8,165 - 14,                  17,     5.700,165 -015,        ,A,165015,    1401,21 ,3208,08,2021-11-05_16:07;46.1,10000000002124
11/05/2021,165-102,165 - 14,0749,1115,  3h26   ,CT      ,, 1004880,   54397987,,,Pull-out,Division 8,0749,0806,Platt Layover,165 - 14,                  17,     5.900,152 -009,165 -102,EB,152009,    1401,07 ,3208,08,2021-11-05_16:07;48.4,10000000000749
11/05/2021,165-102,165 - 14,0749,1115,  3h26   ,CT      ,,  101400,   54305824,  165,East,Regular,Platt Layover,0806,0934,Burbank Station,165 - 14,                  88,    20.673,152 -009,165 -102,EB,152009,    1401,08 ,3208,08,2021-11-05_16:07;48.5,10165001990806
11/05/2021,165-102,165 - 14,0749,1115,  3h26   ,CT      ,,  102010,   54305751,  165,West,Regular,Burbank Station,0945,1113,Platt Layover,165 - 14,                  88,    22.635,152 -009,165 -102,EB,152009,    1401,09 ,3208,08,2021-11-05_16:07;48.5,10165001980945
11/05/2021,165-104,165 - 10,0922,1230,  3h08   ,CT      ,,  101900,   54305786,  165,East,Regular,Platt Layover,0922,1048,Burbank Station,165 - 10,                  86,    20.673,150 -004,165 -104,EB,150004, 1641002,09 ,3208,08,2021-11-05_16:07;46.6,10165001990922
11/05/2021,165-104,165 - 10,0922,1230,  3h08   ,CT      ,,  102510,   54305754,  165,West,Regular,Burbank Station,1058,1228,Platt Layover,165 - 10,                  90,    22.635,150 -004,165 -104,EB,150004, 1641002,10 ,3208,08,2021-11-05_16:07;46.7,10165001981058
11/05/2021,165-108,165 - 18,1445,1608,  1h23   ,CT      ,, 1005038,   54397723,,,Pull-out,Division 8,1445,1511,Vanowen / Amestoy,165 - 18,                  26,     8.100,158 -002,165 -108,EB,158002,    1802,14 ,3208,08,2021-11-05_16:07;46.9,10000000001445
11/05/2021,165-108,165 - 18,1445,1608,  1h23   ,CT      ,,  104110,   54305860,  165,West,Regular,Vanowen / Amestoy,1511,1551,Platt Layover,165 - 18,                  40,    10.289,158 -002,165 -108,EB,158002,    1802,15 ,3208,08,2021-11-05_16:07;46.9,10165002021511
11/05/2021,165-108,165 - 18,1445,1608,  1h23   ,CT      ,, 1005039,   54398029,,,Pull-in,Platt Layover,1551,1608,Division 8,165 - 18,                  17,     5.700,158 -002,165 -108,EB,158002,    1802,15 ,3208,08,2021-11-05_16:07;46.9,10000000001551
11/05/2021,165-502,165 -  6,0512,0848,  3h36   ,CT      ,, 1004822,   54397896,,,Pull-out,Division 8,0512,0529,Platt Layover,165 -  6,                  17,     5.900,901 -705,165 -502,EB,165502, 1640600,05 ,3208,08,2021-11-05_16:07;44.3,10000000000512
11/05/2021,165-502,165 -  6,0512,0848,  3h36   ,CT      ,,  100300,   54305774,  165,East,Regular,Platt Layover,0529,0646,Burbank Station,165 -  6,                  77,    20.673,901 -705,165 -502,EB,165502, 1640600,05 ,3208,08,2021-11-05_16:07;44.3,10165001990529
11/05/2021,165-502,165 -  6,0512,0848,  3h36   ,CT      ,,  100910,   54305744,  165,West,Regular,Burbank Station,0700,0832,Platt Layover,165 -  6,                  92,    22.635,901 -705,165 -502,EB,165502, 1640600,07 ,3208,08,2021-11-05_16:07;44.4,10165001980700
11/05/2021,165-503,165 - 10,0554,0917,  3h23   ,CT      ,, 1004852,   54397970,,,Pull-out,Division 8,0554,0611,Platt Layover,165 - 10,                  17,     5.900,901 -708,165 -503,EB,165503, 1641002,05 ,3208,08,2021-11-05_16:07;46.2,10000000000554
11/05/2021,165-503,165 - 10,0554,0917,  3h23   ,CT      ,,  100600,   54305776,  165,East,Regular,Platt Layover,0611,0733,Burbank Station,165 - 10,                  82,    20.673,901 -708,165 -503,EB,165503, 1641002,06 ,3208,08,2021-11-05_16:07;46.2,10165001990611
11/05/2021,165-503,165 - 10,0554,0917,  3h23   ,CT      ,,  101210,   54305813,  165,West,Regular,Burbank Station,0744,0913,Platt Layover,165 - 10,                  89,    22.635,901 -708,165 -503,EB,165503, 1641002,07 ,3208,08,2021-11-05_16:07;46.3,10165001980744
11/05/2021,165-602,165 - 16,1222,1814,  5h52   ,CT      ,, 1004894,   54398008,,,Pull-out,Division 8,1222,1255,Burbank Station,165 - 16,                  33,    22.000,165 -701,165 -602,EB,165602, 1651602,12 ,3208,08,2021-11-05_16:07;42.9,10000000001222
11/05/2021,165-602,165 - 16,1222,1814,  5h52   ,CT      ,,  103310,   54396671,  164,West,Regular,Burbank Station,1255,1427,Platt Layover,165 - 16,                  92,    20.513,165 -701,165 -602,EB,165602, 1651602,12 ,3208,08,2021-11-05_16:07;43,10164000601255
11/05/2021,165-602,165 - 16,1222,1814,  5h52   ,CT      ,,  103900,   54396593,  164,East,Regular,Platt Layover,1439,1617,Burbank Station,165 - 16,                  98,    23.218,165 -701,165 -602,EB,165602, 1651602,14 ,3208,08,2021-11-05_16:07;43,10164000611439
11/05/2021,165-602,165 - 16,1222,1814,  5h52   ,CT      ,,  104910,   54396569,  164,West,Regular,Burbank Station,1640,1812,Platt Layover,165 - 16,                  92,    20.513,165 -701,165 -602,EB,165602, 1651602,16 ,3208,08,2021-11-05_16:07;43.1,10164000601640
11/05/2021,169 -007,169 -  4,1041,2008,  9h27   ,CT      ,,  100700,   53825006,  169,East,Regular,Canoga Station,1045,1255,Burbank Airport Ritc,169 -  4,                 130,    33.735,169 -007,        ,EB,169007, 1690401,10 ,3208,08,2021-11-05_16:07;44.7,10169001331045
11/05/2021,169 -007,169 -  4,1041,2008,  9h27   ,CT      ,,  101110,   53825000,  169,West,Regular,Burbank Airport Ritc,1312,1533,Canoga Station,169 -  4,                 141,    33.518,169 -007,        ,EB,169007, 1690401,13 ,3208,08,2021-11-05_16:07;45,10169001351312
11/05/2021,169 -007,169 -  4,1041,2008,  9h27   ,CT      ,,  101600,   53824993,  169,East,Regular,Canoga Station,1549,1810,Burbank Airport Ritc,169 -  4,                 141,    33.735,169 -007,        ,EB,169007, 1690401,15 ,3208,08,2021-11-05_16:07;45.1,10169001331549
11/05/2021,169 -007,169 -  4,1041,2008,  9h27   ,CT      ,,  101710,   53824987,  169,West,Regular,Burbank Airport Ritc,1825,1954,West Hills Medical Center,169 -  4,                  89,    22.289,169 -007,        ,EB,169007, 1690401,18 ,3208,08,2021-11-05_16:07;45.2,10169001171825
11/05/2021,169 -007,169 -  4,1041,2008,  9h27   ,CT      ,, 1004831,   54397935,,,Pull-in,West Hills Medical Center,1954,2008,Division 8,169 -  4,                  14,     4.400,169 -007,        ,EB,169007, 1690401,19 ,3208,08,2021-11-05_16:07;45.2,10000000001954
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,, 1005010,   54398010,,,Pull-out,Division 8,0431,0456,Balboa / Moorpark,236 -  1,                  25,    11.100,236 -001,        ,EB,236001, 2360102,04 ,3208,08,2021-11-05_16:07;47.2,10000000000431
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  100000,   54399701,  236,North,Regular,Balboa / Moorpark,0456,0548,Sylmar Station,236 -  1,                  52,    13.878,236 -001,        ,EB,236001, 2360102,04 ,3208,08,2021-11-05_16:07;47.3,10236001330456
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  100110,   54399703,  236,South,Regular,Sylmar Station,0603,0705,Balboa / Moorpark,236 -  1,                  62,    14.230,236 -001,        ,EB,236001, 2360102,06 ,3208,08,2021-11-05_16:07;47.4,10236001310603
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  100500,   54399732,  236,North,Regular,Balboa / Moorpark,0719,0816,Sylmar Station,236 -  1,                  57,    16.427,236 -001,        ,EB,236001, 2360102,07 ,3208,08,2021-11-05_16:07;47.5,10236001230719
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  100610,   54399708,  236,South,Regular,Sylmar Station,0833,0937,Balboa / Moorpark,236 -  1,                  64,    16.781,236 -001,        ,EB,236001, 2360102,08 ,3208,08,2021-11-05_16:07;47.5,10236001240833
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  101000,   54399737,  236,North,Regular,Balboa / Moorpark,0950,1047,Sylmar Station,236 -  1,                  57,    13.878,236 -001,        ,EB,236001, 2360102,09 ,3208,08,2021-11-05_16:07;47.5,10236001330950
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  101110,   54399713,  236,South,Regular,Sylmar Station,1102,1207,Balboa / Moorpark,236 -  1,                  65,    14.230,236 -001,        ,EB,236001, 2360102,11 ,3208,08,2021-11-05_16:07;47.6,10236001311102
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  101500,   54399742,  236,North,Regular,Balboa / Moorpark,1219,1316,Sylmar Station,236 -  1,                  57,    16.427,236 -001,        ,EB,236001, 2360102,12 ,3208,08,2021-11-05_16:07;47.6,10236001231219
11/05/2021,236 -001,236 -  1,0431,1411,  9h40   ,CT      ,,  101610,   54399718,  236,South,Regular,Sylmar Station,1332,1411,Balboa / Nordhoff,236 -  1,                  39,    11.236,236 -001,        ,EB,236001, 2360102,13 ,3208,08,2021-11-05_16:07;47.2,10236001241332
